"AQI Value","Main US pollutant","Temperature","Time of measurement","Air temperature in celsius","Air pressure","Air humidity","Wind speed","Wind direction"
29,"p2",13,"2023-05-09T09:49:01.155Z",13,1022,64,2.96,51
